[2026-07-29 18:03:06] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.86, latency: 61, replicas: 3
[2026-07-30 07:02:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.96, latency: 57, replicas: 3
[2026-07-30 07:02:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.78, latency: 60, replicas: 3
[2026-07-30 07:02:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.62, latency: 59, replicas: 3
[2026-07-30 07:02:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29, latency: 59, replicas: 3
[2026-07-30 07:02:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.46, latency: 62, replicas: 3
[2026-07-30 07:02:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.18, latency: 62, replicas: 3
[2026-07-30 07:03:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.05, latency: 61, replicas: 3
[2026-07-30 07:03:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.69, latency: 57, replicas: 3
[2026-07-30 07:03:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.24, latency: 61, replicas: 3
[2026-07-30 07:03:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.59, latency: 59, replicas: 3
[2026-07-30 07:03:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.76, latency: 61, replicas: 3
[2026-07-30 07:03:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.26, latency: 57, replicas: 3
[2026-07-30 07:04:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.74, latency: 57, replicas: 3
[2026-07-30 07:04:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.86, latency: 60, replicas: 3
[2026-07-30 07:04:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.78, latency: 62, replicas: 3
[2026-07-30 07:04:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.11, latency: 62, replicas: 3
[2026-07-30 07:04:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.15, latency: 57, replicas: 3
[2026-07-30 07:04:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.56, latency: 61, replicas: 3
[2026-07-30 07:05:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.76, latency: 60, replicas: 3
[2026-07-30 07:05:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.12, latency: 62, replicas: 3
[2026-07-30 07:05:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.86, latency: 60, replicas: 3
[2026-07-30 07:05:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.03, latency: 62, replicas: 3
[2026-07-30 07:05:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.27, latency: 57, replicas: 3
[2026-07-30 07:05:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.39, latency: 58, replicas: 3
[2026-07-30 07:06:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.63, latency: 61, replicas: 3
[2026-07-30 07:15:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.28, latency: 62, replicas: 3
[2026-07-30 07:16:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.3, latency: 57, replicas: 3
[2026-07-30 07:16:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.21, latency: 57, replicas: 3
[2026-07-30 07:16:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.96, latency: 61, replicas: 3
[2026-07-30 07:16:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.93, latency: 57, replicas: 3
[2026-07-30 07:19:39] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.29, latency: 61, replicas: 3
[2026-07-30 07:19:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.42, latency: 60, replicas: 3
[2026-07-30 07:19:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.1, latency: 62, replicas: 3
[2026-07-30 07:20:10] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.27, latency: 62, replicas: 3
[2026-07-30 07:20:20] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.54, latency: 61, replicas: 3
[2026-07-30 07:20:30] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.17, latency: 57, replicas: 3
[2026-07-30 07:20:40] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.35, latency: 57, replicas: 3
[2026-07-30 07:20:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.24, latency: 59, replicas: 3
[2026-07-30 07:20:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.78, latency: 61, replicas: 3
[2026-07-30 07:21:09] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.84, latency: 60, replicas: 3
[2026-07-30 07:21:19] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.96, latency: 59, replicas: 3
[2026-07-30 07:21:29] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.27, latency: 61, replicas: 3
[2026-07-30 07:21:39] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.1, latency: 57, replicas: 3
[2026-07-30 07:21:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.5, latency: 59, replicas: 3
[2026-07-30 07:21:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.36, latency: 59, replicas: 3
[2026-07-30 07:22:09] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.89, latency: 58, replicas: 3
[2026-07-30 07:22:19] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.33, latency: 59, replicas: 3
[2026-07-30 07:22:29] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28, latency: 62, replicas: 3
[2026-07-30 07:22:39] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.84, latency: 57, replicas: 3
[2026-07-30 07:22:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.86, latency: 57, replicas: 3
[2026-07-30 07:22:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.46, latency: 58, replicas: 3
[2026-07-30 07:23:10] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.46, latency: 57, replicas: 3
[2026-07-30 07:23:20] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.03, latency: 61, replicas: 3
[2026-07-30 07:23:30] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.39, latency: 60, replicas: 3
[2026-07-30 07:23:40] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.57, latency: 62, replicas: 3
[2026-07-30 07:23:50] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.33, latency: 59, replicas: 3
[2026-07-30 07:24:00] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.6, latency: 60, replicas: 3
[2026-07-30 07:24:10] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.68, latency: 58, replicas: 3
[2026-07-30 07:24:20] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.74, latency: 62, replicas: 3
[2026-07-30 07:24:30] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.46, latency: 59, replicas: 3
[2026-07-30 07:24:40] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.43, latency: 61, replicas: 3
