[2026-07-29 18:03:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.15, jitter: 0.03
[2026-07-30 07:36:55] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.45, jitter: 0.22
[2026-07-30 07:37:05] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.05, jitter: 0.21
[2026-07-30 07:37:15] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.56, jitter: -0.09
[2026-07-30 07:37:25] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.57, jitter: 0.19
[2026-07-30 07:37:35] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.58, jitter: 0
[2026-07-30 07:37:45] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.78, jitter: 0.01
[2026-07-30 07:37:55] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.68, jitter: 0.19
[2026-07-30 07:38:05] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.03, jitter: 0.32
[2026-07-30 07:38:15] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.54, jitter: -0.08
[2026-07-30 07:38:25] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.4, jitter: -0.02
[2026-07-30 07:38:35] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.71, jitter: 0.39
[2026-07-30 07:38:45] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.05, jitter: 0.08
[2026-07-30 07:38:55] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.93, jitter: 0.01
[2026-07-30 07:39:05] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.72, jitter: 0.1
[2026-07-30 07:39:15] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.11, jitter: -0.08
[2026-07-30 07:39:25] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.35, jitter: 0.38
[2026-07-30 07:39:35] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.06, jitter: 0.03
[2026-07-30 07:39:45] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.98, jitter: 0.12
[2026-07-30 07:39:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.53, jitter: -0.02
[2026-07-30 07:40:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.22, jitter: 0.22
[2026-07-30 07:40:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.68, jitter: 0.15
[2026-07-30 07:40:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.78, jitter: 0.21
[2026-07-30 07:40:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.39, jitter: 0.15
[2026-07-30 07:40:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.38, jitter: -0.03
[2026-07-30 07:40:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.38, jitter: 0.14
[2026-07-30 07:41:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.59, jitter: 0.25
[2026-07-30 07:41:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.67, jitter: 0.18
[2026-07-30 07:41:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.85, jitter: -0.03
[2026-07-30 07:41:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.71, jitter: -0.02
[2026-07-30 07:41:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.88, jitter: -0.02
[2026-07-30 07:41:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.42, jitter: -0.09
[2026-07-30 07:42:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.53, jitter: -0.04
[2026-07-30 07:42:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.3, jitter: 0.28
[2026-07-30 07:42:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.99, jitter: -0.07
[2026-07-30 07:42:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.78, jitter: -0.02
[2026-07-30 07:42:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.57, jitter: 0.31
[2026-07-30 07:42:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.22, jitter: 0.35
[2026-07-30 07:43:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.46, jitter: 0.34
[2026-07-30 07:43:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.99, jitter: 0.38
[2026-07-30 07:43:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.08, jitter: 0.12
[2026-07-30 07:43:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.05, jitter: 0.04
[2026-07-30 07:43:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.97, jitter: -0.09
[2026-07-30 07:43:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.7, jitter: 0.23
[2026-07-30 07:44:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.89, jitter: 0.39
[2026-07-30 07:44:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.04, jitter: 0.16
[2026-07-30 07:44:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.96, jitter: 0.37
[2026-07-30 07:44:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.82, jitter: 0.15
[2026-07-30 07:44:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.86, jitter: 0.13
[2026-07-30 07:44:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.18, jitter: 0.24
[2026-07-30 07:45:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.52, jitter: 0.3
[2026-07-30 07:45:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.09, jitter: -0.09
[2026-07-30 07:45:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.74, jitter: 0.28
[2026-07-30 07:45:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.65, jitter: 0.13
[2026-07-30 07:45:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.14, jitter: 0.16
[2026-07-30 07:45:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.45, jitter: -0.07
[2026-07-30 07:46:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.47, jitter: -0.09
[2026-07-30 07:46:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1, jitter: 0.16
[2026-07-30 07:46:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.5, jitter: -0.03
[2026-07-30 07:46:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.55, jitter: 0.25
[2026-07-30 07:46:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.35, jitter: 0.19
[2026-07-30 07:46:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.44, jitter: 0.07
[2026-07-30 07:47:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.71, jitter: 0.08
[2026-07-30 07:47:16] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.62, jitter: 0.07
[2026-07-30 07:47:26] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.52, jitter: 0.39
[2026-07-30 07:47:36] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.54, jitter: 0.16
[2026-07-30 07:47:46] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0.2, latency_ms: 0.44, jitter: -0.03
[2026-07-30 07:47:56] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.84, jitter: 0.36
[2026-07-30 16:58:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.54, jitter: 0.27
[2026-07-30 16:58:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.15, jitter: -0.07
[2026-07-30 16:58:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.12, jitter: -0.04
[2026-07-30 16:59:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.2, jitter: -0.02
[2026-07-30 16:59:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1, jitter: 0
[2026-07-30 16:59:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.17, jitter: 0.19
[2026-07-30 16:59:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.54, jitter: 0.29
[2026-07-30 16:59:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2, jitter: -0.08
[2026-07-30 16:59:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.36, jitter: -0.02
[2026-07-30 17:00:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.38, jitter: 0.36
[2026-07-30 17:00:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.62, jitter: 0.17
[2026-07-30 17:00:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.4, jitter: 0.19
[2026-07-30 17:00:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.45, jitter: 0.33
[2026-07-30 17:00:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.92, jitter: -0.05
[2026-07-30 17:00:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.48, jitter: 0.01
[2026-07-30 17:01:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.8, jitter: -0.01
[2026-07-30 17:01:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.68, jitter: 0.35
[2026-07-30 17:01:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0.2, latency_ms: 1.46, jitter: 0.4
[2026-07-30 17:01:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.36, jitter: -0.03
[2026-07-30 17:01:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.86, jitter: 0.08
[2026-07-30 17:01:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.63, jitter: 0.02
[2026-07-30 17:02:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.93, jitter: 0.24
[2026-07-30 17:02:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.65, jitter: 0.27
[2026-07-30 17:02:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.95, jitter: 0.35
[2026-07-30 17:02:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.09, jitter: 0.38
[2026-07-30 17:02:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.57, jitter: 0.08
[2026-07-30 17:02:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.45, jitter: 0.23
[2026-07-30 17:03:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.6, jitter: 0.03
[2026-07-30 17:03:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.74, jitter: 0.16
[2026-07-30 17:03:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.56, jitter: 0.09
[2026-07-30 17:03:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.9, jitter: 0.01
[2026-07-30 17:03:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.32, jitter: 0.01
[2026-07-30 17:03:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.84, jitter: 0.38
[2026-07-30 17:04:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.44, jitter: -0.07
[2026-07-30 17:04:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.6, jitter: 0.29
[2026-07-30 17:04:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.7, jitter: 0.04
[2026-07-30 17:04:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.12, jitter: 0.25
[2026-07-30 17:04:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.94, jitter: 0.11
[2026-07-30 17:04:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.05, jitter: -0.08
[2026-07-30 17:05:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.61, jitter: -0.01
[2026-07-30 17:05:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.22, jitter: 0.33
[2026-07-30 17:05:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.83, jitter: 0.34
[2026-07-30 17:05:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.82, jitter: 0.16
[2026-07-30 17:05:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.81, jitter: 0.14
[2026-07-30 17:05:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.41, jitter: -0.02
[2026-07-30 17:06:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.34, jitter: 0.38
[2026-07-30 17:06:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2, jitter: -0.04
[2026-07-30 17:06:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.33, jitter: 0.22
[2026-07-30 17:06:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.6, jitter: 0.24
[2026-07-30 17:06:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.65, jitter: 0.38
[2026-07-30 17:06:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.6, jitter: 0.3
[2026-07-30 17:07:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.91, jitter: 0.16
[2026-07-30 17:07:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.72, jitter: 0.18
[2026-07-30 17:07:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.72, jitter: 0.2
[2026-07-30 17:07:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.48, jitter: 0.19
[2026-07-30 17:07:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.6, jitter: -0.07
[2026-07-30 17:07:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.92, jitter: 0.19
[2026-07-30 17:08:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.48, jitter: 0.17
[2026-07-30 17:08:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.21, jitter: 0.23
[2026-07-30 17:08:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.67, jitter: 0.34
[2026-07-30 17:08:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.22, jitter: 0.12
[2026-07-30 17:08:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.21, jitter: 0
[2026-07-30 17:08:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.42, jitter: 0.29
[2026-07-30 17:09:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.71, jitter: 0.12
[2026-07-30 17:09:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.21, jitter: 0.18
[2026-07-30 17:09:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.2, jitter: 0.25
[2026-07-30 17:09:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2, jitter: 0.34
[2026-07-30 17:09:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.99, jitter: 0.27
[2026-07-30 17:09:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.4, jitter: 0.24
[2026-07-30 17:10:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.13, jitter: 0.16
[2026-07-30 17:10:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.48, jitter: 0.12
[2026-07-30 17:10:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.83, jitter: 0.33
[2026-07-30 17:10:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.38, jitter: 0.22
[2026-07-30 17:10:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.9, jitter: -0.08
[2026-07-30 17:10:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.71, jitter: 0.13
[2026-07-30 17:11:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.4, jitter: 0.17
[2026-07-30 17:11:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.16, jitter: 0.01
[2026-07-30 17:11:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.81, jitter: 0.07
[2026-07-30 17:11:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.72, jitter: 0.07
[2026-07-30 17:11:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.97, jitter: 0.01
[2026-07-30 17:11:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.58, jitter: -0.01
[2026-07-30 17:12:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.18, jitter: 0.18
[2026-07-30 17:12:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.2, jitter: 0.26
[2026-07-30 17:12:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.54, jitter: -0.08
[2026-07-30 17:12:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.96, jitter: 0.04
[2026-07-30 17:12:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.21, jitter: 0.27
[2026-07-30 17:12:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.17, jitter: 0.09
[2026-07-30 17:13:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.75, jitter: 0.1
[2026-07-30 17:13:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.8, jitter: 0.21
[2026-07-30 17:13:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.47, jitter: 0.28
[2026-07-30 17:13:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.61, jitter: 0.35
[2026-07-30 17:13:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.31, jitter: -0.07
[2026-07-30 17:13:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.39, jitter: -0.02
[2026-07-30 17:14:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.49, jitter: 0.38
[2026-07-30 17:14:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.79, jitter: 0.36
[2026-07-30 17:14:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.65, jitter: -0.05
[2026-07-30 17:14:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.47, jitter: 0.25
[2026-07-30 17:14:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.3, jitter: 0.32
[2026-07-30 17:14:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.07, jitter: 0.2
[2026-07-30 17:15:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.93, jitter: -0.02
[2026-07-30 17:15:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.86, jitter: 0.33
[2026-07-30 17:15:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.05, jitter: 0.1
[2026-07-30 17:15:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.26, jitter: -0.07
[2026-07-30 17:15:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.83, jitter: 0.21
[2026-07-30 17:15:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.63, jitter: 0.27
[2026-07-30 17:16:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.37, jitter: 0.14
[2026-07-30 17:16:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.37, jitter: 0.1
