[2026-07-29 18:03:06] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.86, latency: 61, replicas: 3
[2026-07-30 07:02:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.96, latency: 57, replicas: 3
[2026-07-30 07:02:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.78, latency: 60, replicas: 3
[2026-07-30 07:02:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.62, latency: 59, replicas: 3
[2026-07-30 07:02:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29, latency: 59, replicas: 3
[2026-07-30 07:02:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.46, latency: 62, replicas: 3
[2026-07-30 07:02:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.18, latency: 62, replicas: 3
[2026-07-30 07:03:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.05, latency: 61, replicas: 3
[2026-07-30 07:03:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.69, latency: 57, replicas: 3
[2026-07-30 07:03:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.24, latency: 61, replicas: 3
[2026-07-30 07:03:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.59, latency: 59, replicas: 3
[2026-07-30 07:03:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.76, latency: 61, replicas: 3
[2026-07-30 07:03:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.26, latency: 57, replicas: 3
[2026-07-30 07:04:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.74, latency: 57, replicas: 3
[2026-07-30 07:04:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.86, latency: 60, replicas: 3
[2026-07-30 07:04:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.78, latency: 62, replicas: 3
[2026-07-30 07:04:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.11, latency: 62, replicas: 3
[2026-07-30 07:04:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.15, latency: 57, replicas: 3
[2026-07-30 07:04:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.56, latency: 61, replicas: 3
[2026-07-30 07:05:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.76, latency: 60, replicas: 3
[2026-07-30 07:05:13] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.12, latency: 62, replicas: 3
[2026-07-30 07:05:23] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.86, latency: 60, replicas: 3
[2026-07-30 07:05:33] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.03, latency: 62, replicas: 3
[2026-07-30 07:05:43] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.27, latency: 57, replicas: 3
[2026-07-30 07:05:53] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.39, latency: 58, replicas: 3
[2026-07-30 07:06:03] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.63, latency: 61, replicas: 3
[2026-07-30 07:12:38] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.8, latency: 59, replicas: 3
[2026-07-30 07:12:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.38, latency: 58, replicas: 3
[2026-07-30 07:12:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.91, latency: 60, replicas: 3
[2026-07-30 07:13:09] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.39, latency: 59, replicas: 3
[2026-07-30 07:13:19] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.53, latency: 61, replicas: 3
[2026-07-30 07:13:29] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.54, latency: 61, replicas: 3
[2026-07-30 07:13:39] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.75, latency: 58, replicas: 3
[2026-07-30 07:13:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.74, latency: 61, replicas: 3
[2026-07-30 07:13:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.12, latency: 59, replicas: 3
[2026-07-30 07:14:09] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.69, latency: 60, replicas: 3
[2026-07-30 07:14:19] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.77, latency: 61, replicas: 3
[2026-07-30 07:14:29] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.89, latency: 57, replicas: 3
[2026-07-30 07:14:39] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.49, latency: 57, replicas: 3
[2026-07-30 07:14:49] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.66, latency: 61, replicas: 3
[2026-07-30 07:14:59] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.35, latency: 61, replicas: 3
[2026-07-30 07:15:09] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.17, latency: 60, replicas: 3
[2026-07-30 07:15:19] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.15, latency: 61, replicas: 3
[2026-07-30 07:19:24] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.25, latency: 58, replicas: 3
[2026-07-30 07:19:35] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.96, latency: 61, replicas: 3
[2026-07-30 07:19:45] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.45, latency: 57, replicas: 3
[2026-07-30 07:19:55] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.18, latency: 58, replicas: 3
[2026-07-30 07:20:05] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.2, latency: 57, replicas: 3
[2026-07-30 07:20:15] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.97, latency: 58, replicas: 3
[2026-07-30 07:20:25] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.01, latency: 59, replicas: 3
[2026-07-30 07:20:35] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27, latency: 60, replicas: 3
[2026-07-30 07:20:45] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.23, latency: 58, replicas: 3
[2026-07-30 07:20:55] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.45, latency: 62, replicas: 3
[2026-07-30 07:21:05] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.66, latency: 57, replicas: 3
[2026-07-30 07:21:15] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.06, latency: 59, replicas: 3
[2026-07-30 07:21:25] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.32, latency: 62, replicas: 3
[2026-07-30 07:21:35] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.59, latency: 62, replicas: 3
[2026-07-30 07:21:45] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.53, latency: 62, replicas: 3
[2026-07-30 07:21:55] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.74, latency: 59, replicas: 3
[2026-07-30 07:22:05] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.35, latency: 60, replicas: 3
[2026-07-30 07:22:15] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.03, latency: 58, replicas: 3
[2026-07-30 07:22:25] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.41, latency: 59, replicas: 3
[2026-07-30 07:22:35] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.62, latency: 58, replicas: 3
[2026-07-30 07:22:45] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.59, latency: 59, replicas: 3
[2026-07-30 07:22:55] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.74, latency: 61, replicas: 3
[2026-07-30 07:23:05] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.69, latency: 60, replicas: 3
[2026-07-30 07:23:15] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.85, latency: 61, replicas: 3
[2026-07-30 07:23:25] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.03, latency: 57, replicas: 3
[2026-07-30 07:23:35] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 26.81, latency: 57, replicas: 3
[2026-07-30 07:23:45] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 27.09, latency: 62, replicas: 3
[2026-07-30 07:23:55] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.57, latency: 62, replicas: 3
[2026-07-30 07:24:05] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.15, latency: 57, replicas: 3
[2026-07-30 07:24:15] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 28.81, latency: 61, replicas: 3
[2026-07-30 07:24:25] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 29.12, latency: 61, replicas: 3
[2026-07-30 07:24:35] [INFO] [APP_SIMULATOR] mcp_server_k8s | Status: Healthy | Metrics: cpu: 30.2, latency: 57, replicas: 3
