[2026-07-29 18:03:06] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 06:34:31] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 07:12:38] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 07:19:24] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 17:24:26] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 18:38:41] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-08-01 05:58:56] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-08-01 05:58:56] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 154
[2026-08-01 06:15:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 161
[2026-08-01 06:15:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 450, throughput: 120
[2026-08-01 06:15:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 166
[2026-08-01 06:15:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 444, throughput: 122
[2026-08-01 06:15:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 155
[2026-08-01 06:15:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 440, throughput: 118
[2026-08-01 06:16:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 156
[2026-08-01 06:16:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 457, throughput: 119
[2026-08-01 06:16:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 158
[2026-08-01 06:16:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 444, throughput: 122
[2026-08-01 06:16:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 7, responseTime: 163
[2026-08-01 06:16:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 445, throughput: 122
[2026-08-01 06:16:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 163
[2026-08-01 06:16:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 448, throughput: 123
[2026-08-01 06:16:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 163
[2026-08-01 06:16:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 459, throughput: 121
[2026-08-01 06:16:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 158
[2026-08-01 06:16:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 440, throughput: 116
[2026-08-01 06:17:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 160
[2026-08-01 06:17:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 457, throughput: 116
[2026-08-01 06:17:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 162
[2026-08-01 06:17:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 459, throughput: 117
[2026-08-01 06:17:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 9, responseTime: 165
[2026-08-01 06:17:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 440, throughput: 118
[2026-08-01 06:17:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 165
[2026-08-01 06:17:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 457, throughput: 120
[2026-08-01 06:17:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 157
[2026-08-01 06:17:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 458, throughput: 122
[2026-08-01 06:17:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 160
[2026-08-01 06:17:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 454, throughput: 122
[2026-08-01 06:18:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 158
[2026-08-01 06:18:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 455, throughput: 118
[2026-08-01 06:18:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 154
[2026-08-01 06:18:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 447, throughput: 121
[2026-08-01 06:18:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 159
[2026-08-01 06:18:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 452, throughput: 123
[2026-08-01 06:18:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 158
[2026-08-01 06:18:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 448, throughput: 123
[2026-08-01 06:18:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 154
[2026-08-01 06:18:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 448, throughput: 123
[2026-08-01 06:18:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 165
[2026-08-01 06:18:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 456, throughput: 116
[2026-08-01 06:19:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 153
[2026-08-01 06:19:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 441, throughput: 121
[2026-08-01 06:19:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 166
[2026-08-01 06:19:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 454, throughput: 118
[2026-08-01 06:19:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 160
[2026-08-01 06:19:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 444, throughput: 122
[2026-08-01 06:19:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 156
[2026-08-01 06:19:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 455, throughput: 119
[2026-08-01 06:19:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 162
[2026-08-01 06:19:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 450, throughput: 119
[2026-08-01 06:19:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 154
[2026-08-01 06:19:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 447, throughput: 123
[2026-08-01 06:20:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 165
[2026-08-01 06:20:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 444, throughput: 116
[2026-08-01 06:20:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 161
[2026-08-01 06:20:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 458, throughput: 116
[2026-08-01 06:20:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 156
[2026-08-01 06:20:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 453, throughput: 116
[2026-08-01 06:20:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 158
[2026-08-01 06:20:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 449, throughput: 120
[2026-08-01 06:20:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 163
[2026-08-01 06:20:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 456, throughput: 119
[2026-08-01 06:20:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 153
[2026-08-01 06:20:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 459, throughput: 116
[2026-08-01 06:21:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 152
[2026-08-01 06:21:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 445, throughput: 122
[2026-08-01 06:21:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 161
[2026-08-01 06:21:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 442, throughput: 119
[2026-08-01 06:21:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 167
[2026-08-01 06:21:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 445, throughput: 120
[2026-08-01 06:21:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 166
[2026-08-01 06:21:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 459, throughput: 118
[2026-08-01 06:21:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 163
[2026-08-01 06:21:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 448, throughput: 119
[2026-08-01 06:21:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 163
[2026-08-01 06:21:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 454, throughput: 119
[2026-08-01 06:22:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 155
[2026-08-01 06:22:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 446, throughput: 116
[2026-08-01 06:22:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 161
[2026-08-01 06:22:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 451, throughput: 119
[2026-08-01 06:22:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 154
[2026-08-01 06:22:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 455, throughput: 118
[2026-08-01 06:22:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 156
[2026-08-01 06:22:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 454, throughput: 117
[2026-08-01 06:22:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 7, responseTime: 153
[2026-08-01 06:22:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 445, throughput: 119
[2026-08-01 06:22:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 154
[2026-08-01 06:22:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 452, throughput: 118
[2026-08-01 06:23:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 166
[2026-08-01 06:23:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 446, throughput: 120
[2026-08-01 06:23:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 155
[2026-08-01 06:23:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 442, throughput: 118
[2026-08-01 06:23:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 9, responseTime: 153
[2026-08-01 06:23:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 455, throughput: 116
[2026-08-01 06:23:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 164
[2026-08-01 06:23:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 447, throughput: 117
[2026-08-01 06:23:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 160
[2026-08-01 06:23:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 457, throughput: 122
[2026-08-01 06:23:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 162
[2026-08-01 06:23:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 449, throughput: 123
[2026-08-01 06:24:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 153
[2026-08-01 06:24:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 454, throughput: 120
[2026-08-01 06:24:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 161
[2026-08-01 06:24:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 451, throughput: 117
[2026-08-01 06:24:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 164
[2026-08-01 06:24:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 453, throughput: 116
[2026-08-01 06:24:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 156
[2026-08-01 06:24:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 445, throughput: 119
[2026-08-01 06:24:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 162
[2026-08-01 06:24:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 447, throughput: 116
[2026-08-01 06:24:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 153
[2026-08-01 06:24:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 457, throughput: 121
[2026-08-01 06:25:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 160
[2026-08-01 06:25:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 447, throughput: 122
[2026-08-01 06:25:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 7, responseTime: 155
[2026-08-01 06:25:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 440, throughput: 121
[2026-08-01 06:25:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 161
[2026-08-01 06:25:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 443, throughput: 120
[2026-08-01 06:25:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 157
[2026-08-01 06:25:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 455, throughput: 116
[2026-08-01 06:25:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 163
[2026-08-01 06:25:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 458, throughput: 119
[2026-08-01 06:25:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 165
[2026-08-01 06:25:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 440, throughput: 122
[2026-08-01 06:26:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 164
[2026-08-01 06:26:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 450, throughput: 118
[2026-08-01 06:26:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 166
[2026-08-01 06:26:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 448, throughput: 122
[2026-08-01 06:26:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 156
[2026-08-01 06:26:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 448, throughput: 119
[2026-08-01 06:26:34] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 152
[2026-08-01 06:26:34] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 451, throughput: 121
[2026-08-01 06:26:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 152
[2026-08-01 06:26:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 441, throughput: 118
[2026-08-01 06:26:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 153
[2026-08-01 06:26:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 459, throughput: 123
[2026-08-01 06:27:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 164
[2026-08-01 06:27:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 453, throughput: 119
[2026-08-01 06:27:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 165
[2026-08-01 06:27:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 450, throughput: 119
[2026-08-01 06:27:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 160
[2026-08-01 06:27:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 442, throughput: 123
[2026-08-01 06:27:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 152
[2026-08-01 06:27:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 447, throughput: 121
[2026-08-01 06:27:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 165
[2026-08-01 06:27:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 447, throughput: 120
[2026-08-01 06:27:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 164
[2026-08-01 06:27:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 441, throughput: 123
[2026-08-01 06:28:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 165
[2026-08-01 06:28:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 451, throughput: 122
[2026-08-01 06:28:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 161
[2026-08-01 06:28:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 443, throughput: 121
[2026-08-01 06:28:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 153
[2026-08-01 06:28:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 454, throughput: 116
[2026-08-01 06:28:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 164
[2026-08-01 06:28:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 447, throughput: 116
[2026-08-01 06:28:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 9, responseTime: 158
[2026-08-01 06:28:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 447, throughput: 116
[2026-08-01 06:28:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 167
[2026-08-01 06:28:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 453, throughput: 119
[2026-08-01 06:29:04] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 161
[2026-08-01 06:29:04] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 448, throughput: 117
[2026-08-01 06:29:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 165
[2026-08-01 06:29:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 449, throughput: 122
[2026-08-01 06:29:24] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 155
[2026-08-01 06:29:24] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 454, throughput: 117
[2026-08-01 06:29:34] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 157
[2026-08-01 06:29:34] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 450, throughput: 119
[2026-08-01 06:29:44] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 167
[2026-08-01 06:29:44] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 449, throughput: 121
[2026-08-01 06:29:54] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 165
[2026-08-01 06:29:54] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 442, throughput: 122
[2026-08-01 06:30:04] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 162
[2026-08-01 06:30:04] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 447, throughput: 119
[2026-08-01 06:30:14] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 163
[2026-08-01 06:30:14] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 446, throughput: 121
[2026-08-01 06:30:24] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 164
[2026-08-01 06:30:24] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 448, throughput: 123
[2026-08-01 06:30:34] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 158
[2026-08-01 06:30:34] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 445, throughput: 119
[2026-08-01 06:30:44] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 167
[2026-08-01 06:30:44] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 443, throughput: 117
[2026-08-01 06:30:54] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 160
